date,iso_code,country,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,,,,,,,date
2021-01-22,BHR,Bahrain,,,,,4084,,,,2400,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-01-22
2021-01-23,BHR,Bahrain,,,,,2555,,,,1502,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-01-23
2021-01-24,BHR,Bahrain,,,,,2445,,,,1437,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-01-24
2021-01-25,BHR,Bahrain,,,,,2784,,,,1636,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-01-25
2021-01-26,BHR,Bahrain,165953,165953,,,3194,9.75,9.75,,1877,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-01-26
2021-01-27,BHR,Bahrain,167731,167731,,1778,3372,9.86,9.86,,1982,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-01-27
2021-01-28,BHR,Bahrain,169440,169440,,1709,3096,9.96,9.96,,1819,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-01-28
2021-01-29,BHR,Bahrain,169810,169810,,370,2629,9.98,9.98,,1545,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-01-29
2021-01-30,BHR,Bahrain,170433,170433,,623,2199,10.02,10.02,,1292,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-01-30
2021-01-31,BHR,Bahrain,171568,171568,,1135,1841,10.08,10.08,,1082,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-01-31
2021-02-01,BHR,Bahrain,172912,172912,,1344,1514,10.16,10.16,,890,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-02-01
2021-02-02,BHR,Bahrain,174075,174075,,1163,1160,10.23,10.23,,682,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-02-02
2021-02-03,BHR,Bahrain,175094,175094,,1019,1052,10.29,10.29,,618,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-02-03
2021-02-04,BHR,Bahrain,177233,177233,,2139,1113,10.42,10.42,,654,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-02-04
2021-02-05,BHR,Bahrain,179550,179550,,2317,1391,10.55,10.55,,817,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-02-05
2021-02-06,BHR,Bahrain,182543,182543,,2993,1730,10.73,10.73,,1017,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-02-06
2021-02-07,BHR,Bahrain,191406,191406,,8863,2834,11.25,11.25,,1666,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-02-07
2021-02-08,BHR,Bahrain,201116,201116,,9710,4029,11.82,11.82,,2368,"Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1358883639925354496,,,,,,,2021-02-08
2021-01-26,BGD,Bangladesh,0,0,,,,0,0,,,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-01-26
2021-01-27,BGD,Bangladesh,26,26,,26,26,0,0,,0,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-01-27
2021-01-28,BGD,Bangladesh,567,567,,541,284,0,0,,2,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-01-28
2021-01-29,BGD,Bangladesh,,,,,1209,,,,7,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-01-29
2021-01-30,BGD,Bangladesh,,,,,1671,,,,10,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-01-30
2021-01-31,BGD,Bangladesh,,,,,1949,,,,12,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-01-31
2021-02-01,BGD,Bangladesh,,,,,2134,,,,13,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-02-01
2021-02-02,BGD,Bangladesh,,,,,2266,,,,14,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-02-02
2021-02-03,BGD,Bangladesh,,,,,2700,,,,16,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-02-03
2021-02-04,BGD,Bangladesh,,,,,3059,,,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-02-04
2021-02-05,BGD,Bangladesh,,,,,3059,,,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-02-05
2021-02-06,BGD,Bangladesh,,,,,3059,,,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-02-06
2021-02-07,BGD,Bangladesh,31160,31160,,,3059,0.02,0.02,,19,Oxford/AstraZeneca,Directorate General of Health Services,https://bdnews24.com/bangladesh/2021/02/08/bangladesh-administers-31160-doses-on-first-day-of-covid-vaccination-drive,,,,,,,2021-02-07
2020-12-28,BEL,Belgium,298,298,,,,0,0,,,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2020-12-28
2020-12-29,BEL,Belgium,299,299,,1,1,0,0,,0,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2020-12-29
2020-12-30,BEL,Belgium,778,778,,479,240,0.01,0.01,,21,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2020-12-30
2020-12-31,BEL,Belgium,787,787,,9,163,0.01,0.01,,14,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2020-12-31
2021-01-01,BEL,Belgium,794,794,,7,124,0.01,0.01,,11,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-01
2021-01-02,BEL,Belgium,,,,,99,,,,9,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-02
2021-01-03,BEL,Belgium,,,,,83,,,,7,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-03
2021-01-04,BEL,Belgium,795,795,,,71,0.01,0.01,,6,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-04
2021-01-05,BEL,Belgium,2354,2354,,1559,294,0.02,0.02,,25,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-05
2021-01-06,BEL,Belgium,6218,6218,,3864,777,0.05,0.05,,67,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-06
2021-01-07,BEL,Belgium,14340,14340,,8122,1936,0.12,0.12,,167,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-07
2021-01-08,BEL,Belgium,23484,23484,,9144,3241,0.2,0.2,,280,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-08
2021-01-09,BEL,Belgium,26671,26671,,3187,3697,0.23,0.23,,319,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-09
2021-01-10,BEL,Belgium,27067,27067,,396,3753,0.23,0.23,,324,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-10
2021-01-11,BEL,Belgium,32518,32518,,5451,4532,0.28,0.28,,391,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-11
2021-01-12,BEL,Belgium,47987,47987,,15469,6519,0.41,0.41,,562,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-12
2021-01-13,BEL,Belgium,68578,68578,,20591,8909,0.59,0.59,,769,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-13
2021-01-14,BEL,Belgium,91122,91122,,22544,10969,0.79,0.79,,946,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-14
2021-01-15,BEL,Belgium,113580,113580,,22458,12871,0.98,0.98,,1111,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-15
2021-01-16,BEL,Belgium,118563,118563,,4983,13127,1.02,1.02,,1133,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-16
2021-01-17,BEL,Belgium,121705,121705,,3142,13520,1.05,1.05,,1167,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-17
2021-01-18,BEL,Belgium,132119,132010,109,10414,14229,1.14,1.14,0,1228,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-18
2021-01-19,BEL,Belgium,150657,150367,290,18538,14667,1.3,1.3,0,1266,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-19
2021-01-20,BEL,Belgium,170936,170224,712,20279,14623,1.47,1.47,0.01,1262,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-20
2021-01-21,BEL,Belgium,200335,199623,712,29399,15602,1.73,1.72,0.01,1346,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-21
2021-01-22,BEL,Belgium,229010,228267,743,28675,16490,1.98,1.97,0.01,1423,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-22
2021-01-23,BEL,Belgium,236803,236053,750,7793,16891,2.04,2.04,0.01,1457,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-23
2021-01-24,BEL,Belgium,238648,237898,750,1845,16706,2.06,2.05,0.01,1441,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-24
2021-01-25,BEL,Belgium,249150,248400,750,10502,16719,2.15,2.14,0.01,1443,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-25
2021-01-26,BEL,Belgium,260607,258499,2108,11457,15707,2.25,2.23,0.02,1355,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-26
2021-01-27,BEL,Belgium,276515,271307,5208,15908,15083,2.39,2.34,0.04,1301,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-27
2021-01-28,BEL,Belgium,297615,285536,12079,21100,13897,2.57,2.46,0.1,1199,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-28
2021-01-29,BEL,Belgium,315956,296182,19774,18341,12421,2.73,2.56,0.17,1072,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-29
2021-01-30,BEL,Belgium,320130,297717,22413,4174,11904,2.76,2.57,0.19,1027,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-30
2021-01-31,BEL,Belgium,321000,298281,22719,870,11765,2.77,2.57,0.2,1015,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-01-31
2021-02-01,BEL,Belgium,327832,301868,25964,6832,11240,2.83,2.6,0.22,970,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-02-01
2021-02-02,BEL,Belgium,348281,310480,37801,20449,12525,3.01,2.68,0.33,1081,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-02-02
2021-02-03,BEL,Belgium,372687,318185,54502,24406,13739,3.22,2.75,0.47,1185,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-02-03
2021-02-04,BEL,Belgium,396286,323874,72412,23599,14096,3.42,2.79,0.62,1216,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-02-04
2021-02-05,BEL,Belgium,415876,327924,87952,19590,14274,3.59,2.83,0.76,1232,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-02-05
2021-02-06,BEL,Belgium,419940,328568,91372,4064,14259,3.62,2.84,0.79,1230,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-02-06
2021-02-07,BEL,Belgium,421926,328623,93303,1986,14418,3.64,2.84,0.81,1244,"Moderna, Pfizer/BioNTech",Sciensano via covid-vaccinatie.be,https://covid-vaccinatie.be/en,,,,,,,2021-02-07
2021-01-10,BMU,Bermuda,0,,,,,0,,,,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-10
2021-01-11,BMU,Bermuda,,,,,278,,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-11
2021-01-12,BMU,Bermuda,,,,,278,,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-12
2021-01-13,BMU,Bermuda,,,,,278,,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-13
2021-01-14,BMU,Bermuda,,,,,278,,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-14
2021-01-15,BMU,Bermuda,,,,,278,,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-15
2021-01-16,BMU,Bermuda,1665,,,,278,2.67,,,4464,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-16
2021-01-17,BMU,Bermuda,,,,,264,,,,4239,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-17
2021-01-18,BMU,Bermuda,,,,,250,,,,4015,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-18
2021-01-19,BMU,Bermuda,,,,,236,,,,3790,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-19
2021-01-20,BMU,Bermuda,,,,,222,,,,3565,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-20
2021-01-21,BMU,Bermuda,,,,,209,,,,3356,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-21
2021-01-22,BMU,Bermuda,,,,,195,,,,3131,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-22
2021-01-23,BMU,Bermuda,2932,,,,181,4.71,,,2907,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-23
2021-01-24,BMU,Bermuda,,,,,195,,,,3131,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-24
2021-01-25,BMU,Bermuda,,,,,209,,,,3356,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-25
2021-01-26,BMU,Bermuda,,,,,224,,,,3597,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-26
2021-01-27,BMU,Bermuda,,,,,238,,,,3822,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-27
2021-01-28,BMU,Bermuda,,,,,252,,,,4047,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-28
2021-01-29,BMU,Bermuda,,,,,266,,,,4272,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-29
2021-01-30,BMU,Bermuda,4897,,,,281,7.86,,,4512,Pfizer/BioNTech,Government of Bermuda,https://www.gov.bm/sites/default/files/COVID-19%20Vaccination%20Updates.pdf,,,,,,,2021-01-30
2021-01-28,BOL,Bolivia,0,,,,,0,,,,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/,,,,,,,2021-01-28
2021-01-29,BOL,Bolivia,12,,,12,12,0,,,1,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/,,,,,,,2021-01-29
2021-01-30,BOL,Bolivia,39,,,27,20,0,,,2,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/,,,,,,,2021-01-30
2021-01-31,BOL,Bolivia,67,,,28,22,0,,,2,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/,,,,,,,2021-01-31
2021-02-01,BOL,Bolivia,570,,,503,142,0,,,12,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/,,,,,,,2021-02-01
2021-02-02,BOL,Bolivia,1593,,,1023,319,0.01,,,27,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/,,,,,,,2021-02-02
2021-02-03,BOL,Bolivia,3560,,,1967,593,0.03,,,51,Sputnik V,Ministry of Health,https://boliviasegura.gob.bo/noticias/,,,,,,,2021-02-03
2021-01-16,BRA,Brazil,0,0,,,,0,0,,,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-16
2021-01-17,BRA,Brazil,112,112,,112,112,0,0,,1,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-17
2021-01-18,BRA,Brazil,1109,1109,,997,554,0,0,,3,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-18
2021-01-19,BRA,Brazil,11470,11470,,10361,3823,0.01,0.01,,18,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-19
2021-01-20,BRA,Brazil,28543,28543,,17073,7136,0.01,0.01,,34,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-20
2021-01-21,BRA,Brazil,136519,136519,,107976,27304,0.06,0.06,,128,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-21
2021-01-22,BRA,Brazil,245877,245877,,109358,40980,0.12,0.12,,193,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-22
2021-01-23,BRA,Brazil,537774,537774,,291897,76825,0.25,0.25,,361,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-23
2021-01-24,BRA,Brazil,604722,604722,,66948,86373,0.28,0.28,,406,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-24
2021-01-25,BRA,Brazil,700608,700608,,95886,99928,0.33,0.33,,470,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-25
2021-01-26,BRA,Brazil,848883,848883,,148275,119630,0.4,0.4,,563,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-26
2021-01-27,BRA,Brazil,1129885,1129885,,281002,157335,0.53,0.53,,740,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-27
2021-01-28,BRA,Brazil,1450900,1450900,,321015,187769,0.68,0.68,,883,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-28
2021-01-29,BRA,Brazil,1668032,1656851,,217132,203165,0.78,0.78,,956,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-29
2021-01-30,BRA,Brazil,2003211,1923813,,335179,209348,0.94,0.91,,985,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-30
2021-01-31,BRA,Brazil,2074059,2046523,,70848,209905,0.98,0.96,,988,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-01-31
2021-02-01,BRA,Brazil,2124307,2107624,,50248,203386,1,0.99,,957,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-02-01
2021-02-02,BRA,Brazil,2292551,2292551,,168244,206238,1.08,1.08,,970,"Oxford/AstraZeneca, Sinovac",Regional governments via Coronavirus Brasil,https://coronavirusbra1.github.io/,,,,,,,2021-02-02
